,acousticness,album,album_id,album_release,artist,danceability,energy,feature,key,loudness,tempo,track_id,track_name,valence
38,0.000769,Power To The People - The Hits,7mXg4fLJHmmnjAahH15Wsj,2010-10-04,John Lennon,0.625,0.934,The Plastic Ono Band,11.0,-9.984,119.933,2ZbFPXkcaYPq3tu1mLJkjk,Instant Karma! (We All Shine On) - 2010 Digital Remaster,0.142
39,0.157,Mind Games,2GoiwFkRtErx0CHn6zaFJu,1973-10-29,John Lennon,0.375,0.901,No Feature,4.0,-8.667,167.385,3BEqiYIPoWe7Rmveh4ZkkT,Bring On The Lucie (Freda Peeple) - 2010 - Remaster,0.85
40,0.66,"""Fiction""",4gPpWZjXUvbrIacogrTKrl,2010-10-18,John Lennon,0.522,0.294,Paul McCartney,7.0,-9.242,174.148,0eCtJer01h42lZEKkAhQBK,Lennon / McCartney: Come together,0.541
41,0.901,Walls And Bridges,3n1j9GslH8h0jIx7NRUIX4,1974-09-26,John Lennon,0.348,0.386,No Feature,0.0,-12.67,145.299,61ysSYtWOIz9SGuBEUsNkX,Old Dirt Road - 2010 - Remaster,0.187
42,0.885,Imagine,0xzaemKucrJpYhyl7TltAk,1971-09-09,John Lennon,0.544,0.352,No Feature,7.0,-14.425,74.163,4k9pqSKBHYdTGjzNeRyQ0o,How? - Remastered 2010,0.206
43,0.378,Double Fantasy,1NWA2fPLUAW5df7UGI5thp,1980-11-17,John Lennon,0.588,0.656,No Feature,3.0,-6.373,79.701,1BrbXIJ7b161oQ0PfC0K32,Woman - 2010 Digital Remaster,0.746
44,0.00629,Imagine,0xzaemKucrJpYhyl7TltAk,1971-09-09,John Lennon,0.305,0.834,No Feature,4.0,-9.507,162.706,16euYyM9iFZqOk3p9bnsEW,I Don't Wanna Be A Soldier Mama - Remastered 2010,0.521
45,0.0137,Imagine,0xzaemKucrJpYhyl7TltAk,1971-09-09,John Lennon,0.754,0.391,No Feature,2.0,-10.373,82.372,0YPyhXgtDks7BQozBSGCk4,It's So Hard - Remastered 2010,0.942
46,0.824,Walls And Bridges,3n1j9GslH8h0jIx7NRUIX4,1974-09-26,John Lennon,0.376,0.328,No Feature,4.0,-15.37,153.881,0TtD0HQPII0gm4VYnm5l8r,Bless You - 2010 - Remaster,0.23
47,0.973,Milk And Honey,1HRCspKjuNI3bGzZgvFU3y,1984-01-27,John Lennon,0.472,0.296,No Feature,7.0,-12.123,81.827,3baBQrWBX71zjKXVtVkvN6,Grow Old With Me - 2010 - Remaster,0.706
48,0.292,Rushmore,51y8GkX3dW8djwGrttVTLe,1999,John Lennon,0.522,0.794,No Feature,1.0,-10.489,169.969,5mAuSPm8ZygJViGqQxKd48,Oh Yoko,0.834
49,0.102,Double Fantasy Stripped Down,15q7N7Wo307mfjqR29NpjF,1980-11-17,John Lennon,0.602,0.625,No Feature,0.0,-7.163,166.179,4PVxV1gls1hUZq4CUy7NWz,Watching The Wheels - 2010 Remix,0.462
50,0.549,Funny People (Original Motion Picture Soundtrack),6zrPKpcz1dKsWWqQGICVrg,2009-01-01,John Lennon,0.566,0.358,No Feature,2.0,-10.857,86.932,1NxB4eYYVDYVobXznVZhYs,Watching The Wheels - Acoustic,0.375
51,0.827,Walls And Bridges,3n1j9GslH8h0jIx7NRUIX4,1974-09-26,John Lennon,0.275,0.355,No Feature,2.0,-12.269,114.824,3Vt5QenAYmdNnDCp0DbsWM,Nobody Loves You (When You're Down And Out) - 2010 - Remaster,0.0778
52,0.702,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.678,0.167,No Feature,4.0,-18.257,53.109,0VSD7UW1ADiDjYVWvQNQxo,Working Class Hero - 2010 - Remaster,0.172
53,0.316,Milk And Honey,1HRCspKjuNI3bGzZgvFU3y,1984-01-27,John Lennon,0.744,0.94,No Feature,0.0,-3.973,131.876,2RczkdKFniMSJpr1P6ApaS,I'm Stepping Out - 2010 - Remaster,0.875
54,0.161,Double Fantasy Stripped Down,15q7N7Wo307mfjqR29NpjF,1980-11-17,John Lennon,0.565,0.778,No Feature,9.0,-5.868,102.196,2FK2Ht204zBNA7fNsZx50e,(Just Like) Starting Over - 2010 Remix,0.307
55,0.237,Sometime In New York City,5SgeJIF8MrvVOm86sGN4bK,1972-06-12,John Lennon,0.256,0.773,No Feature,9.0,-9.182,108.501,6uKsrF9ejNeVy0lZvOQFdp,Woman Is The Nigger Of The World - Remastered 2010,0.302
56,0.597,Walls And Bridges,3n1j9GslH8h0jIx7NRUIX4,1974-09-26,John Lennon,0.238,0.567,No Feature,7.0,-12.035,148.271,2YI0ctgGupauFkeolGZB6T,Steel And Glass - 2010 - Remaster,0.337
57,0.0152,Mind Games,2GoiwFkRtErx0CHn6zaFJu,1973-10-29,John Lennon,0.416,0.875,No Feature,4.0,-8.38,176.087,7dsHoB70SVyOUeZMNKwBJg,Tight A$ - 2010 - Remaster,0.964
58,0.00497,Power To The People - The Hits,7mXg4fLJHmmnjAahH15Wsj,2010-10-04,John Lennon,0.613,0.704,The Plastic Ono Band,2.0,-9.369,113.154,1XT3v8CIGQ1pbbSOhv8sS4,Power To The People - 2010 Digital Remaster,0.746
59,0.738,On Air - Live At The BBC (Vol.2),4On0Hf7VJC1jz5gXY2cU8p,2013-11-11,John Lennon,0.594,0.186,Brian Matthew,1.0,-19.332,57.825,5u5MSuBTlh364jDMzcyTWN,"John - Pop Profile - Live At The BBC / 30th November, 1965",0.819
60,0.118,Power To The People - The Hits,7mXg4fLJHmmnjAahH15Wsj,2010-10-04,John Lennon,0.558,0.791,No Feature,5.0,-8.84,133.537,5Y2TIMXDuEhltqcJMklcPb,Gimme Some Truth - Remastered 2010,0.796
61,0.891,Power To The People - The Hits,7mXg4fLJHmmnjAahH15Wsj,2010-10-04,John Lennon,0.551,0.229,No Feature,0.0,-13.647,75.789,0YFgBDWjCK50VBt4qYezbj,Imagine - Remastered 2010,0.164
64,0.995,Plastic Ono Band,0DFYbYCcHCEJPcN1hODG6K,1970-12-11,John Lennon,0.599,0.0955,No Feature,9.0,-21.95,90.769,3cRTt4jCzcyRLe6nh6c5io,My Mummy's Dead - Remastered 2010,0.532
65,0.373,Power To The People - The Hits,7mXg4fLJHmmnjAahH15Wsj,2010-10-04,John Lennon,0.588,0.509,No Feature,3.0,-11.091,79.664,6pamB5u8eq23E9vsgJ7b0c,Woman - 2010 Digital Remaster,0.743
66,0.0506,Double Fantasy Stripped Down,15q7N7Wo307mfjqR29NpjF,1980-11-17,John Lennon,0.68,0.777,No Feature,0.0,-6.045,95.37,7pbYVcByq72Azqa4BHDuNN,Cleanup Time - 2010 Remix,0.673
67,0.126,Double Fantasy,1NWA2fPLUAW5df7UGI5thp,1980-11-17,John Lennon,0.686,0.701,No Feature,9.0,-6.738,97.716,0UPrJwM3KIQNMhyHCQIBt9,I'm Losing You - 2010 Digital Remaster,0.542
68,0.582,Rocky Mountain High,26puZuYaa7mdM2Q24lBZ1s,1972,John Lennon,0.435,0.597,Paul McCartney,4.0,-9.911,98.015,3vav6aMd8WeBkQFSRX76Hd,Mother Nature's Son - Remastered,0.616
69,0.255,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.327,0.651,No Feature,11.0,-9.727,145.615,4k7iUsc23W5mKvifOaYWP5,Happy Xmas (War Is Over) - 2010 Digital Remaster,0.395
70,0.216,Double Fantasy Stripped Down,15q7N7Wo307mfjqR29NpjF,1980-11-17,John Lennon,0.65,0.507,No Feature,3.0,-8.582,159.828,7C65Cntage9GWXjn0yUf0S,Woman - 2010 Remix,0.668
71,0.286,Power To The People - The Hits,7mXg4fLJHmmnjAahH15Wsj,2010-10-04,John Lennon,0.63,0.515,No Feature,9.0,-11.243,105.013,3N2EZgm1u9cfxLIzkxcKz0,Stand By Me - Remastered 2010,0.64
73,0.733,Double Fantasy Stripped Down,15q7N7Wo307mfjqR29NpjF,1980-11-17,John Lennon,0.574,0.469,No Feature,2.0,-11.53,111.378,3F2vt4dgoY3NUqwrY5u2NO,Beautiful Boy (Darling Boy) - 2010 - Remaster,0.435
74,0.0217,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.576,0.672,No Feature,7.0,-11.526,181.116,0xn3EBq5hDQK4Iw85DZVdV,I Found Out - 2010 - Remaster,0.507
75,0.328,Power To The People - The Hits,7mXg4fLJHmmnjAahH15Wsj,2010-10-04,John Lennon,0.489,0.65,No Feature,9.0,-10.46,99.152,7Jz6VGZtcg8aWoeCJ8Dccn,(Just Like) Starting Over - 2010 Digital Remaster,0.426
76,0.828,Mind Games,2GoiwFkRtErx0CHn6zaFJu,1973-10-29,John Lennon,0.423,0.385,No Feature,8.0,-11.107,90.142,5FePQYEKacbmhPEMB2baOJ,One Day (At A Time) - 2010 - Remaster,0.274
77,0.126,Double Fantasy Stripped Down,15q7N7Wo307mfjqR29NpjF,1980-11-17,John Lennon,0.686,0.701,No Feature,9.0,-6.738,97.716,34Uw8BqBmiEHDV5v7qmRo9,I'm Losing You - 2010 - Remaster,0.542
78,0.539,Milk And Honey,1HRCspKjuNI3bGzZgvFU3y,1984-01-27,John Lennon,0.917,0.74,No Feature,9.0,-5.618,116.194,11ymSOgiNDP1eNVd5e093p,Borrowed Time - 2010 - Remaster,0.967
80,0.00587,Power To The People - The Hits,7mXg4fLJHmmnjAahH15Wsj,2010-10-04,John Lennon,0.628,0.556,The Plastic Ono Band,7.0,-12.146,115.02,67G7NofxDgcBnAhXDDq1Eu,Cold Turkey - Single Version,0.456
81,0.63,Mind Games,2GoiwFkRtErx0CHn6zaFJu,1973-10-29,John Lennon,0.514,0.358,No Feature,4.0,-8.453,128.076,5VOL5ppTyqMjxYRgso4RcI,Aisumasen (I'm Sorry) - 2010 - Remaster,0.106
82,0.32,Rock 'N' Roll,4D5tTcz72CXGPtzTabLTDY,1975-02-17,John Lennon,0.586,0.855,No Feature,4.0,-8.904,128.512,4JXnZwEWkv29Fc0m5nwkQn,Ain't That A Shame - 2010 - Remaster,0.963
83,0.192,Mind Games,2GoiwFkRtErx0CHn6zaFJu,1973-10-29,John Lennon,0.478,0.572,No Feature,9.0,-9.316,82.272,1iccGJjEIDE5HSJVoRAReY,I Know (I Know) - 2010 - Remaster,0.434
84,0.335,Power To The People - The Hits,7mXg4fLJHmmnjAahH15Wsj,2010-10-04,John Lennon,0.408,0.723,No Feature,4.0,-12.15,132.298,3KparBynSUKlpBgCBKyu5N,Mind Games - Remastered 2010,0.53
86,0.107,Double Fantasy Stripped Down,15q7N7Wo307mfjqR29NpjF,1980-11-17,John Lennon,0.791,0.618,No Feature,9.0,-5.106,97.662,5xEPvudQ8HtZCl9y0FrtHT,I'm Losing You - 2010 Remix,0.583
87,0.0576,Power To The People - The Hits,7mXg4fLJHmmnjAahH15Wsj,2010-10-04,John Lennon,0.411,0.538,No Feature,0.0,-13.801,115.497,5HwppoQEq181ztZKGXefcV,#9 Dream - Remastered 2010,0.478
88,0.218,Mind Games,2GoiwFkRtErx0CHn6zaFJu,1973-10-29,John Lennon,0.771,0.572,No Feature,2.0,-9.837,118.863,570g0E93XPrX0BNRJFhRe8,Intuition - 2010 - Remaster,0.903
89,0.494,Walls And Bridges,3n1j9GslH8h0jIx7NRUIX4,1974-09-26,John Lennon,0.613,0.394,No Feature,4.0,-12.008,87.071,3T9xaNboOWcCRRCk6W2Bun,Going Down On Love - 2010 - Remaster,0.751
90,0.32,Double Fantasy,1NWA2fPLUAW5df7UGI5thp,1980-11-17,John Lennon,0.657,0.713,No Feature,9.0,-6.799,95.259,6eJofUVk9ivGwORLGB2IzL,Cleanup Time - 2010 Digital Remaster,0.741
91,0.276,Walls And Bridges,3n1j9GslH8h0jIx7NRUIX4,1974-09-26,John Lennon,0.63,0.837,No Feature,11.0,-10.307,102.871,7MVpa8fSnX7W1OLu31qYL3,What You Got - 2010 - Remaster,0.909
92,0.223,Mind Games,2GoiwFkRtErx0CHn6zaFJu,1973-10-29,John Lennon,0.549,0.442,No Feature,4.0,-12.55,93.863,3txeWb45milrut7f3B79Tr,You Are Here - 2010 - Remaster,0.545
93,0.424,Double Fantasy,1NWA2fPLUAW5df7UGI5thp,1980-11-17,John Lennon,0.736,0.655,No Feature,9.0,-6.125,99.38,4DOotseelwjpEy2ofZy3Pe,Dear Yoko - 2010 Digital Remaster,0.885
95,0.152,Rock 'N' Roll,4D5tTcz72CXGPtzTabLTDY,1975-02-17,John Lennon,0.62,0.917,No Feature,9.0,-8.711,130.821,5yuryzTvAvj5hYVrlRs0FG,Be-Bop-A-Lula - 2010 - Remaster,0.961
96,0.53,Mind Games,2GoiwFkRtErx0CHn6zaFJu,1973-10-29,John Lennon,0.519,0.752,No Feature,0.0,-9.805,132.25,6jjqmp6WtkPIAmHhqhHYsC,Only People - 2010 - Remaster,0.882
97,0.483,Rock 'N' Roll,4D5tTcz72CXGPtzTabLTDY,1975-02-17,John Lennon,0.442,0.725,No Feature,9.0,-8.305,200.648,78oYNliMFdQzSN6QCfBX9T,Medley: Rip It Up/Ready Teddy - 2010 - Remaster,0.964
99,0.872,Power To The People - The Hits,7mXg4fLJHmmnjAahH15Wsj,2010-10-04,John Lennon,0.489,0.34,The Plastic Ono Band,7.0,-14.032,131.516,7C2uNHOfIYP9XH7ist0iAl,Jealous Guy - Remastered 2010,0.295
100,0.0706,Rock 'N' Roll,4D5tTcz72CXGPtzTabLTDY,1975-02-17,John Lennon,0.289,0.915,No Feature,9.0,-7.116,169.006,1xMyiK7PWLyGSumPizoYkK,You Can't Catch Me - 2010 - Remaster,0.632
101,0.478,Sometime In New York City,5SgeJIF8MrvVOm86sGN4bK,1972-06-12,John Lennon,0.36,0.814,No Feature,4.0,-11.05,176.092,37iAwRhDNtpOQt3Vl0Ghkk,John Sinclair - Remastered 2010,0.72
102,0.0117,Milk And Honey,1HRCspKjuNI3bGzZgvFU3y,1984-01-27,John Lennon,0.657,0.873,No Feature,9.0,-4.698,123.212,2xZhz0RxfD0FWKKX2DrEQp,I Don't Wanna Face It - 2010 - Remaster,0.767
104,0.448,Walls And Bridges,3n1j9GslH8h0jIx7NRUIX4,1974-09-26,John Lennon,0.538,0.624,No Feature,9.0,-9.307,105.678,5X2scg2jvdsxpZT7eQUpHB,Surprise Surprise (Sweet Bird Of Paradox) - 2010 - Remaster,0.829
106,0.954,On Air - Live At The BBC (Vol.2),4On0Hf7VJC1jz5gXY2cU8p,2013-11-11,John Lennon,0.715,0.302,George Harrison,6.0,-17.059,127.137,3xohbni06d89qSDGtITdlo,"Brian Bathtubes - Live At The BBC For ""Saturday Club"" / 21st December, 1963",0.795
107,0.463,Sometime In New York City,5SgeJIF8MrvVOm86sGN4bK,1972-06-12,John Lennon,0.496,0.929,No Feature,9.0,-8.567,142.344,382oMDDcmsMXGqfiT9BbZF,New York City - Remastered 2010,0.941
108,0.476,Milk And Honey,1HRCspKjuNI3bGzZgvFU3y,1984-01-27,John Lennon,0.929,0.631,No Feature,4.0,-7.483,122.572,3eo4UcNaWFW2ehMWKC4Flu,(Forgive Me) My Little Flower Princess - 2010 - Remaster,0.972
109,0.0877,Rock 'N' Roll,4D5tTcz72CXGPtzTabLTDY,1975-02-17,John Lennon,0.479,0.646,No Feature,7.0,-9.865,167.65,3el8dDBuehDuZIJr16tpqM,Do You Want To Dance - 2010 - Remaster,0.969
110,0.48,Rock 'N' Roll,4D5tTcz72CXGPtzTabLTDY,1975-02-17,John Lennon,0.46,0.81,No Feature,9.0,-8.791,149.901,4ZFQzC7ePd4b4jYHhCPBVZ,Peggy Sue - 2010 - Remaster,0.913
111,0.00275,Rock 'N' Roll,4D5tTcz72CXGPtzTabLTDY,1975-02-17,John Lennon,0.197,0.567,No Feature,4.0,-12.761,180.428,6g4yCs8FvfkI3H8F79VU8X,Just Because - 2010 - Remaster,0.524
112,0.11,Mind Games,2GoiwFkRtErx0CHn6zaFJu,1973-10-29,John Lennon,0.474,0.92,No Feature,1.0,-8.818,116.176,5mROLKV9edAqJnof3ib0Sh,Meat City - 2010 - Remaster,0.571
114,0.534,Walls And Bridges,3n1j9GslH8h0jIx7NRUIX4,1974-09-26,John Lennon,0.372,0.503,No Feature,9.0,-10.87,82.673,7wVNwIofWXgJ45kNrV9W9s,Scared - 2010 - Remaster,0.225
115,0.19,Rock 'N' Roll,4D5tTcz72CXGPtzTabLTDY,1975-02-17,John Lennon,0.414,0.9,No Feature,2.0,-9.091,160.187,1Ptzi2koe5Xvot5bltQrM1,Slippin' And Slidin' - 2010 - Remaster,0.96
116,0.154,Rock 'N' Roll,4D5tTcz72CXGPtzTabLTDY,1975-02-17,John Lennon,0.494,0.554,No Feature,9.0,-9.706,86.757,6xUXnpVHa8j0HbNnYRO4Ki,Medley: Bring It On Home To Me/Send Me Some Lovin' - 2010 - Remaster,0.544
117,0.0809,Rock 'N' Roll,4D5tTcz72CXGPtzTabLTDY,1975-02-17,John Lennon,0.545,0.807,No Feature,4.0,-9.068,113.822,69QewghAAIOOY7pWQEGaK0,Sweet Little Sixteen - 2010 - Remaster,0.962
118,0.915,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.552,0.251,No Feature,0.0,-12.548,75.936,2xp6qbrEd1TAw98MCdOcsU,Imagine - 2010 - Remaster,0.203
120,0.428,Rock 'N' Roll,4D5tTcz72CXGPtzTabLTDY,1975-02-17,John Lennon,0.644,0.902,No Feature,2.0,-8.375,104.7,1LWWDTlTbH9fhEmOgECrD0,Bony Moronie - 2010 - Remaster,0.963
121,0.247,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.652,0.286,No Feature,4.0,-13.057,112.39,6qskn4Weuv9vA9KTWiIHas,God - 2010 - Remaster,0.17
122,0.907,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.547,0.257,No Feature,0.0,-12.358,75.752,6FB1DztAAnPJFhRFUOgHME,Imagine - 2010 - Remaster,0.169
123,0.112,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.551,0.761,No Feature,5.0,-9.905,133.573,5No71bL5ZXgneVNvgSsf9h,Gimme Some Truth - 2010 - Remaster,0.816
126,0.323,Double Fantasy Stripped Down,15q7N7Wo307mfjqR29NpjF,1980-11-17,John Lennon,0.711,0.667,No Feature,9.0,-6.866,99.477,0z6lpW9XPry5iavTqpgbGe,Dear Yoko - 2010 Remix,0.876
127,0.0314,Walls And Bridges,3n1j9GslH8h0jIx7NRUIX4,1974-09-26,John Lennon,0.443,0.634,No Feature,9.0,-12.677,115.003,0W0w5YP7Sy6nvSJV5DKfD8,Beef Jerky - 2010 - Remaster,0.435
128,0.00722,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.613,0.7,No Feature,2.0,-9.305,113.221,6Yl1ImnhUxtvRsmujD2Qe3,Power To The People - 2010 - Remaster,0.755
129,0.988,Togi,5MgDEF4OW82ar7u6KdjzAv,2012-01-01,John Lennon,0.29,0.151,Hideki Togi,0.0,-8.491,85.26,2aLGHfpGwW0iXFpNyRyxj5,Imagine,0.188
